company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,icp_segments,source
Substance Education Institute Sbirt,https://www.linkedin.com/company/substance-education-institute-sbirt,substanceei.com,Hospitals and Health Care,Public Company,201-500,-,-,Draper,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Evercaremedics,https://www.linkedin.com/company/evercaremedics,evercaremedics.com,Hospitals and Health Care,Public Company,501-1000,-,2015,Sheridan,Wyoming,US,Sensor Bio - Clinical & Health Systems,Blitz API
Oasis Healthcare Group Ltd,https://www.linkedin.com/company/oasis-healthcare-group-ltd,oasishealthcaregroup.com,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Vertisa Industrial,https://www.linkedin.com/company/vertisa-industrial,vertisaindustrial.com,Hospitals and Health Care,Privately Held,1001-5000,-,2001,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
CareMed Holding SAL,https://www.linkedin.com/company/caremed-holding-sal,-,Hospitals and Health Care,Privately Held,501-1000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
"MountainView Regional Hospital, Fyzical Therapy & Balance Centers, & OnPoint Medical Group.",https://www.linkedin.com/company/onpoint-medical-group-fyzical-therapy-balance-centers,-,Hospitals and Health Care,Privately Held,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Ralen International,https://www.linkedin.com/company/ralen-international,raleninternational.com,Hospitals and Health Care,Privately Held,201-500,-,-,Miami,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Caremates,https://www.linkedin.com/company/caremates,caremates.com,Hospitals and Health Care,Public Company,201-500,-,2020,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Maisha Poa,https://www.linkedin.com/company/maisha-poa,maishapoa.co.ke,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Priority Home Care II,https://www.linkedin.com/company/priority-home-care-ii,priorityhomecaresrl.com.ar,Hospitals and Health Care,Sole Proprietorship,201-500,-,2000,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Center For Pediatrics,https://www.linkedin.com/company/center-for-pediatrics,-,Hospitals and Health Care,-,201-500,613,-,Richland,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
Affiliated Laboratory Inc,https://www.linkedin.com/company/affiliated-laboratory-inc,affiliatedlab.com,Hospitals and Health Care,-,201-500,29,-,Bangor,Maine,US,Sensor Bio - Clinical & Health Systems,Blitz API
PROMEDICA BIXBY HOSPITAL,https://www.linkedin.com/company/promedica-bixby-hospital,promedica.org,Hospitals and Health Care,-,201-500,26,-,Adrian,Michigan,US,Sensor Bio - Clinical & Health Systems,Blitz API
GETTYSBURG HOSPITAL,https://www.linkedin.com/company/gettysburg-hospital,-,Hospitals and Health Care,-,501-1000,26,1919,York,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
All Health Services,https://www.linkedin.com/company/allhealthservices,allhs.net,Hospitals and Health Care,Privately Held,201-500,25,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
CORNERSTONE HOSPITAL OF AUSTIN,https://www.linkedin.com/company/cornerstone-hospital-of-austin,-,Hospitals and Health Care,-,201-500,25,-,Austin,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
STONEHILL FRANCISCAN SERVICE,https://www.linkedin.com/company/stonehill-franciscan-service,-,Hospitals and Health Care,-,201-500,25,-,Dubuque,Iowa,US,Sensor Bio - Clinical & Health Systems,Blitz API
KINDRED HOSPITAL - BAY AREA,https://www.linkedin.com/company/kindred-hospital---bay-area,khbayareahouston.com,Hospitals and Health Care,-,201-500,22,-,Pasadena,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,https://www.linkedin.com/company/delta-regional-medical-center---west-campus,-,Hospitals and Health Care,-,201-500,19,-,Greenville,Mississippi,US,Sensor Bio - Clinical & Health Systems,Blitz API
Valley Childrens Clinic,https://www.linkedin.com/company/valley-childrens-clinic,valleychildrensclinic.com,Hospitals and Health Care,-,1001-5000,13,-,Harlingen,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Nemzeti Dialízis Központ,https://www.linkedin.com/company/nemzeti-dial%c3%adzis-k%c3%b6zpont,-,Hospitals and Health Care,Public Company,501-1000,13,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Lycoming Clinton Counties Commission For Community Action,https://www.linkedin.com/company/lycoming-clinton-counties-commission-for-community-action,stepcorp.org,Hospitals and Health Care,-,201-500,12,1966,Williamsport,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
ROBERT WOOD JOHNSON VISITING NURSES INC,https://www.linkedin.com/company/robert-wood-johnson-visiting-nurses-inc,vnahg.org,Hospitals and Health Care,-,201-500,12,-,Holmdel,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
Harrison County Hospital,https://www.linkedin.com/company/harrisoncountyhospital,hchin.org,Hospitals and Health Care,Nonprofit,501-1000,381,1950,Corydon,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Willamette Valley Medical Center,https://www.linkedin.com/company/willamette-valley-medical,willamettevalleymedical.com,Hospitals and Health Care,Privately Held,501-1000,315,-,Mcminnville,Oregon,US,Sensor Bio - Clinical & Health Systems,Blitz API
Care Synergy,https://www.linkedin.com/company/care-synergy,caresynergynetwork.org,Hospitals and Health Care,Nonprofit,501-1000,94,2014,Denver,Colorado,US,Sensor Bio - Clinical & Health Systems,Blitz API
Care Options for Kids | Formerly Sonas Home Health Care,https://www.linkedin.com/company/sonashomehealth,sonashomehealth.com,Hospitals and Health Care,Privately Held,501-1000,179,-,Delray Beach,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Imaneo,https://www.linkedin.com/company/imaneo,imaneo.fr,Hospitals and Health Care,Self-Employed,201-500,62,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
UAB Medical West Hospital,https://www.linkedin.com/company/uab-medical-west-hospital,medicalwesthospital.org,Hospitals and Health Care,Nonprofit,1001-5000,342,-,Bessemer,Alabama,US,Sensor Bio - Clinical & Health Systems,Blitz API
Saint Francis Healthcare Memphis-Bartlett,https://www.linkedin.com/company/saintfrancishospital,saintfrancishosp.com,Hospitals and Health Care,Public Company,1001-5000,327,1974,Memphis,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
Parkway Shenton Pte Ltd,https://www.linkedin.com/company/parkway-shenton-pte-ltd,parkwayshenton.com.sg,Hospitals and Health Care,Privately Held,201-500,253,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Alivia Care, Inc.",https://www.linkedin.com/company/alivia-care,aliviacare.com,Hospitals and Health Care,Nonprofit,501-1000,62,2020,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
OMNI Home Care,https://www.linkedin.com/company/omni-home-care,omnihha.com,Hospitals and Health Care,Privately Held,1001-5000,226,-,Madison,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
New York-Presbyterian of Queens,https://www.linkedin.com/company/the-new-york-hospital-medical-center-of-queens,nyp.org,Hospitals and Health Care,Nonprofit,1001-5000,433,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Wenatchee Valley Hospital and Clinics,https://www.linkedin.com/company/wenatchee-valley-medical-center,confluencehealth.org,Hospitals and Health Care,Privately Held,1001-5000,191,1940,Wenatchee,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
Home State Health,https://www.linkedin.com/company/home-state-health,homestatehealth.com,Hospitals and Health Care,Public Company,201-500,95,-,St Louis,Missouri,US,Sensor Bio - Clinical & Health Systems,Blitz API
Omega Senior Living,https://www.linkedin.com/company/omega-senior-living,omegaseniorliving.com,Hospitals and Health Care,Partnership,1001-5000,50,2016,Wichita,Kansas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Policlínico Peruano Japonés,https://www.linkedin.com/company/policlinico-peruano-japones,policlinicoperuanojapones.org,Hospitals and Health Care,Privately Held,201-500,26,2020,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Greencroft Communities,https://www.linkedin.com/company/greencroft-communities,greencroft.org,Hospitals and Health Care,Nonprofit,1001-5000,164,2002,Goshen,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
Hospital for Behavioral Medicine,https://www.linkedin.com/company/hospital-for-behavioral-medicine,hospitalforbehavioralmedicine.com,Hospitals and Health Care,Privately Held,201-500,116,2019,Worcester,Massachusetts,US,Sensor Bio - Clinical & Health Systems,Blitz API
Clean Recovery Centers,https://www.linkedin.com/company/clean-recovery-centers,cleanrecoverycenters.com,Hospitals and Health Care,Privately Held,201-500,87,2015,Tampa,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Athens-Limestone Hospital,https://www.linkedin.com/company/athens-limestone-hospital,athenslimestonehospital.com,Hospitals and Health Care,Nonprofit,501-1000,442,1951,Athens,Alabama,US,Sensor Bio - Clinical & Health Systems,Blitz API
All American Hearing,https://www.linkedin.com/company/all-american-hearing,allamericanhearing.com,Hospitals and Health Care,Privately Held,501-1000,119,2005,Eden Prairie,Minnesota,US,Sensor Bio - Clinical & Health Systems,Blitz API
Attendant Care Companies,https://www.linkedin.com/company/attendant-care-companies,accofmi.com,Hospitals and Health Care,Public Company,201-500,121,2003,New Baltimore,Michigan,US,Sensor Bio - Clinical & Health Systems,Blitz API
Altoona Regional Health System,https://www.linkedin.com/company/altoona-regional-health-system,altoonaregional.org,Hospitals and Health Care,Nonprofit,1001-5000,408,-,Altoona,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
Santa Rosa Medical Center,https://www.linkedin.com/company/santa-rosa-medical-center,srmcfl.com,Hospitals and Health Care,Privately Held,501-1000,363,1952,Milton,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Artesia General Hospital,https://www.linkedin.com/company/artesia-general-hospital,artesiageneral.com,Hospitals and Health Care,Nonprofit,201-500,249,-,Artesia,New Mexico,US,Sensor Bio - Clinical & Health Systems,Blitz API
"FoundCare, Inc.",https://www.linkedin.com/company/foundcare-inc.,foundcare.org,Hospitals and Health Care,Nonprofit,201-500,98,1985,West Palm Beach,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Altus Biologics,https://www.linkedin.com/company/altus-biologics,altusbiologics.com,Hospitals and Health Care,Privately Held,201-500,137,-,Pearland,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Crescent Healthcare,https://www.linkedin.com/company/crescent-healthcare,crescenthealthcare.com,Hospitals and Health Care,Privately Held,201-500,107,1992,Anaheim,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
Rheumatology Nurses Society,https://www.linkedin.com/company/rheumatology-nurses-society,rnsnurse.org,Hospitals and Health Care,Nonprofit,501-1000,12,2007,Sarasota,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Heritage Health,https://www.linkedin.com/company/dirne-community-health-center,myheritagehealth.org,Hospitals and Health Care,Nonprofit,201-500,205,1986,Coeur D\'alene,Idaho,US,Sensor Bio - Clinical & Health Systems,Blitz API
Largo Medical Center,https://www.linkedin.com/company/largo-medical-center,largomedical.com,Hospitals and Health Care,Public Company,1001-5000,501,-,Largo,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Mountain Vista Medical Center,https://www.linkedin.com/company/mountain-vista-medical-center,mvmedicalcenter.org,Hospitals and Health Care,Privately Held,501-1000,308,2007,Mesa,Arizona,US,Sensor Bio - Clinical & Health Systems,Blitz API
Astria Health,https://www.linkedin.com/company/astriahealth,astria.health,Hospitals and Health Care,Nonprofit,1001-5000,266,2016,Sunnyside,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
William Beaumont Army Medical Center,https://www.linkedin.com/company/william-beaumont-army-medical-center,tricare.mil,Hospitals and Health Care,Government Agency,1001-5000,630,1921,Fort Bliss,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
The Medical Center of Southeast Texas,https://www.linkedin.com/company/medicalcentersetx,medicalcentersetexas.org,Hospitals and Health Care,Privately Held,1001-5000,389,2005,Port Arthur,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Shriners Children's Philadelphia,https://www.linkedin.com/company/shriners-childrens-philadelphia,shrinersphilly.org,Hospitals and Health Care,Nonprofit,201-500,93,1926,Philadelphia,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
Community First Solutions,https://www.linkedin.com/company/community-first-solutions,community-first.org,Hospitals and Health Care,Nonprofit,501-1000,265,1918,Hamilton,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
Pipeline Health System,https://www.linkedin.com/company/pipelinehealth,pipelinehealth.us,Hospitals and Health Care,Privately Held,1001-5000,174,-,El Segundo,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
ALARIS Group Inc. is now Paradigm,https://www.linkedin.com/company/the-alaris-group-inc,paradigmcorp.com,Hospitals and Health Care,Privately Held,501-1000,176,1991,Sioux Falls,South Dakota,US,Sensor Bio - Clinical & Health Systems,Blitz API
Highland District Hospital,https://www.linkedin.com/company/highland-district-hospital,hdh.org,Hospitals and Health Care,Nonprofit,201-500,240,1914,Hillsboro,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
Stony Brook Southampton Hospital,https://www.linkedin.com/company/stonybrooksouthamptonhospital,stonybrookmedicine.edu,Hospitals and Health Care,Nonprofit,1001-5000,441,-,Southampton,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
All Metro Health Care,https://www.linkedin.com/company/all-metro-health-care,all-metro.com,Hospitals and Health Care,Privately Held,1001-5000,930,1955,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Northfield Hospital + Clinics,https://www.linkedin.com/company/northfield-hospital,northfieldhospital.org,Hospitals and Health Care,Public Company,501-1000,458,1910,Northfield,Minnesota,US,Sensor Bio - Clinical & Health Systems,Blitz API
Guardian Angel,https://www.linkedin.com/company/guardian-angel-home-care,guardianangel.net,Hospitals and Health Care,Privately Held,201-500,479,1994,Rochester Hills,Michigan,US,Sensor Bio - Clinical & Health Systems,Blitz API
