company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Empath Health,https://www.linkedin.com/company/empath-health,empathhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,1837,1977,Clearwater,Florida,US,Sensor Bio - Clinical & Health Systems
Sprinter Health,https://www.linkedin.com/company/sprinterhealth,sprinterhealth.com,Hospitals and Health Care,Privately Held,501-1000,333,2021,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
Rehab Without Walls® Neuro Rehabilitation,https://www.linkedin.com/company/rehab-without-walls-neurorehabilitation,rehabwithoutwalls.com,Hospitals and Health Care,Privately Held,1001-5000,750,1988,Louisville,Kentucky,US,Sensor Bio - Clinical & Health Systems
Legend Senior Living®,https://www.linkedin.com/company/legend-senior-living,legendseniorliving.com,Hospitals and Health Care,Privately Held,1001-5000,734,2001,Wichita,Kansas,US,Sensor Bio - Clinical & Health Systems
California Department of Health Care Access and Information,https://www.linkedin.com/company/department-of-health-care-access-and-information,ca.gov,Hospitals and Health Care,Government Agency,201-500,478,1978,Sacramento,California,US,Sensor Bio - Clinical & Health Systems
MemorialCare Long Beach Medical Center,https://www.linkedin.com/company/memorialcare-long-beach-medical-center,memorialcare.org,Hospitals and Health Care,Nonprofit,1001-5000,2491,-,Long Beach,California,US,Sensor Bio - Clinical & Health Systems
BenchMark Physical Therapy,https://www.linkedin.com/company/benchmark-physical-therapy,benchmarkpt.com,Hospitals and Health Care,Privately Held,501-1000,1586,-,-,-,US,Sensor Bio - Clinical & Health Systems
Tennessee Oncology,https://www.linkedin.com/company/tennessee-oncology,tnoncology.com,Hospitals and Health Care,Self-Owned,1001-5000,984,1976,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems
Magellan Rx Management,https://www.linkedin.com/company/magellanrx,primetherapeutics.com,Hospitals and Health Care,Public Company,1001-5000,180,-,Eagan,Minnesota,US,Sensor Bio - Clinical & Health Systems
Aegis Therapies,https://www.linkedin.com/company/aegis-therapies,aegistherapies.com,Hospitals and Health Care,Privately Held,1001-5000,2486,1999,Frisco,Texas,US,Sensor Bio - Clinical & Health Systems
UPMC Enterprises,https://www.linkedin.com/company/upmcenterprises,upmcenterprises.com,Hospitals and Health Care,Privately Held,201-500,217,-,Pittsburgh,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
Kisco Senior Living,https://www.linkedin.com/company/kisco-senior-living,kiscoseniorliving.com,Hospitals and Health Care,Privately Held,1001-5000,917,1990,Carlsbad,California,US,Sensor Bio - Clinical & Health Systems
Children's Hospital of Michigan,https://www.linkedin.com/company/childrensdmc,childrensdmc.org,Hospitals and Health Care,Public Company,1001-5000,1486,1886,Detroit,Michigan,US,Sensor Bio - Clinical & Health Systems
Howard University Hospital,https://www.linkedin.com/company/howard-university-hospital,huhealthcare.com,Hospitals and Health Care,Privately Held,1001-5000,1459,1862,Washington,District Of Columbia,US,Sensor Bio - Clinical & Health Systems
Boston IVF,https://www.linkedin.com/company/bostonivf,bostonivf.com,Hospitals and Health Care,Privately Held,201-500,355,1986,Waltham,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Clinical Pathology Laboratories,https://www.linkedin.com/company/clinical-pathology-laboratories,cpllabs.com,Hospitals and Health Care,Public Company,1001-5000,1847,-,Austin,Texas,US,Sensor Bio - Clinical & Health Systems
Cricket Health (now part of Interwell Health),https://www.linkedin.com/company/cricket-health-inc,interwellhealth.com,Hospitals and Health Care,Privately Held,501-1000,82,2015,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
Swedish Hospital,https://www.linkedin.com/company/swedish-covenant-hospital,swedishcovenant.org,Hospitals and Health Care,Nonprofit,1001-5000,1830,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
LogistiCare,https://www.linkedin.com/company/logisticare,logisticare.com,Hospitals and Health Care,Public Company,1001-5000,1547,-,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems
Baptist Health Bethesda Hospital,https://www.linkedin.com/company/bethesdahospital,bethesdaweb.com,Hospitals and Health Care,Nonprofit,1001-5000,1288,1959,Jupiter,Florida,US,Sensor Bio - Clinical & Health Systems
Central California Alliance for Health,https://www.linkedin.com/company/central-california-alliance-for-health,thealliance.health,Hospitals and Health Care,Nonprofit,501-1000,575,1996,Scotts Valley,California,US,Sensor Bio - Clinical & Health Systems
Joe DiMaggio Children's Hospital,https://www.linkedin.com/company/joe-dimaggio-childrens-hospital,jdch.com,Hospitals and Health Care,Nonprofit,1001-5000,989,1992,Hollywood,Florida,US,Sensor Bio - Clinical & Health Systems
Private Health Management,https://www.linkedin.com/company/private-health-management,privatehealth.com,Hospitals and Health Care,Privately Held,201-500,523,2007,Los Angeles,California,US,Sensor Bio - Clinical & Health Systems
NantHealth,https://www.linkedin.com/company/nanthealth,nanthealth.com,Hospitals and Health Care,Public Company,201-500,266,2007,Winterville,North Carolina,US,Sensor Bio - Clinical & Health Systems
Good Shepherd Rehabilitation,https://www.linkedin.com/company/good-shepherd-rehabilitation,goodshepherdrehab.org,Hospitals and Health Care,Nonprofit,1001-5000,1020,1908,Allentown,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
Relevate Health Games,https://www.linkedin.com/company/relevate-health-games,levelex.com,Hospitals and Health Care,Privately Held,201-500,57,2015,Berkeley Heights,New Jersey,US,Sensor Bio - Clinical & Health Systems
Healthcare Job Boards,https://www.linkedin.com/company/healthcare-job-boards,healthcarejobboards.com,Hospitals and Health Care,Privately Held,201-500,143,-,-,-,US,Sensor Bio - Clinical & Health Systems
The Coding Network,https://www.linkedin.com/company/the-coding-network,codingnetwork.com,Hospitals and Health Care,Privately Held,501-1000,225,1995,Beverly Hills,California,US,Sensor Bio - Clinical & Health Systems
Manning Family Children's,https://www.linkedin.com/company/manning-family-childrens,manningchildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,401,1955,New Orleans,Louisiana,US,Sensor Bio - Clinical & Health Systems
Professional Case Management,https://www.linkedin.com/company/professional-case-management,procasemanagement.com,Hospitals and Health Care,Privately Held,1001-5000,1195,-,Denver,Colorado,US,Sensor Bio - Clinical & Health Systems
"Lifespace Communities, Inc.",https://www.linkedin.com/company/lifespacecommunities,lifespacecareers.com,Hospitals and Health Care,Nonprofit,1001-5000,624,1976,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems
Children's Specialized Hospital,https://www.linkedin.com/company/children's-specialized-hospital,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1267,1891,Mountainside,New Jersey,US,Sensor Bio - Clinical & Health Systems
National Jewish Health,https://www.linkedin.com/company/national-jewish-health,njhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,1660,1899,Denver Co,Colorado,US,Sensor Bio - Clinical & Health Systems
MedRisk,https://www.linkedin.com/company/medrisk-inc-,medrisknet.com,Hospitals and Health Care,Privately Held,1001-5000,1202,1994,Conshohocken,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
St. Joseph's Health,https://www.linkedin.com/company/st-josephs-health-syr,sjhsyr.org,Hospitals and Health Care,Nonprofit,1001-5000,2152,1869,Syracuse,New York,US,Sensor Bio - Clinical & Health Systems
Spring Fertility,https://www.linkedin.com/company/spring-fertility,springfertility.com,Hospitals and Health Care,Privately Held,201-500,372,2016,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
The Brooklyn Hospital Center,https://www.linkedin.com/company/the-brooklyn-hospital-center,tbh.org,Hospitals and Health Care,Nonprofit,1001-5000,2078,1845,Brooklyn,New York,US,Sensor Bio - Clinical & Health Systems
Eden Health,https://www.linkedin.com/company/eden-health,edenhealth.com,Hospitals and Health Care,Privately Held,201-500,227,2016,New York,New York,US,Sensor Bio - Clinical & Health Systems
"Revival Research Institute, LLC",https://www.linkedin.com/company/revival-research-institute-llc,revivalresearch.org,Hospitals and Health Care,Privately Held,201-500,89,-,Michigan,Michigan,US,Sensor Bio - Clinical & Health Systems
MediClarus,https://www.linkedin.com/company/mediclarus,mediclarus.com,Hospitals and Health Care,Privately Held,201-500,15,2021,West Jordan,Utah,US,Sensor Bio - Clinical & Health Systems
AdventHealth Kansas City,https://www.linkedin.com/company/adventhealthkansascity,adventhealth.com,Hospitals and Health Care,Nonprofit,1001-5000,420,-,Merriam,Kansas,US,Sensor Bio - Clinical & Health Systems
Alumus Healthcare,https://www.linkedin.com/company/alumus,alumus.com,Hospitals and Health Care,Privately Held,1001-5000,50,-,Scottsdale,Arizona,US,Sensor Bio - Clinical & Health Systems
Medico Healthcare Services & Technologies,https://www.linkedin.com/company/medico-inc.,medicoinc.com,Hospitals and Health Care,Privately Held,501-1000,551,1995,Columbia,South Carolina,US,Sensor Bio - Clinical & Health Systems
"FDB (First Databank, Inc.)",https://www.linkedin.com/company/firstdatabank,fdbhealth.com,Hospitals and Health Care,Privately Held,201-500,439,1978,South San Francisco,California,US,Sensor Bio - Clinical & Health Systems
Azara Healthcare,https://www.linkedin.com/company/azara-healthcare,azarahealthcare.com,Hospitals and Health Care,Privately Held,201-500,227,2011,Burlington,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Clarest Health,https://www.linkedin.com/company/clarest-health,clarest.com,Hospitals and Health Care,Privately Held,1001-5000,398,2007,Vienna,Virginia,US,Sensor Bio - Clinical & Health Systems
Satellite Healthcare / WellBound,https://www.linkedin.com/company/satellite-healthcare,satellitehealthcare.com,Hospitals and Health Care,Nonprofit,1001-5000,979,1973,Milpitas,California,US,Sensor Bio - Clinical & Health Systems
SafeRide Health,https://www.linkedin.com/company/saferide-health,saferidehealth.com,Hospitals and Health Care,Privately Held,501-1000,306,2016,San Antonio,Texas,US,Sensor Bio - Clinical & Health Systems
Newark Beth Israel Medical Center,https://www.linkedin.com/company/newark-beth-israel-medical-center,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1869,1901,Newark,New Jersey,US,Sensor Bio - Clinical & Health Systems
OneBlood,https://www.linkedin.com/company/oneblood,oneblood.org,Hospitals and Health Care,Nonprofit,1001-5000,1762,2012,Orlando,Florida,US,Sensor Bio - Clinical & Health Systems
Jersey City Medical Center,https://www.linkedin.com/company/rwjbh-jerseycitymedicalcenter,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1507,-,Jersey City,New Jersey,US,Sensor Bio - Clinical & Health Systems
Elite Dental Partners,https://www.linkedin.com/company/elite-dentalpartners,elitedentalpartners.com,Hospitals and Health Care,Privately Held,1001-5000,273,2014,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Joslin Diabetes Center,https://www.linkedin.com/company/joslin-diabetes-center,joslin.org,Hospitals and Health Care,Nonprofit,501-1000,598,1898,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Halifax Health,https://www.linkedin.com/company/halifax-health,halifaxhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,3071,1928,Daytona Beach,Florida,US,Sensor Bio - Clinical & Health Systems
Mary Free Bed Rehabilitation Hospital,https://www.linkedin.com/company/mary-free-bed-rehabilitation-hospital,maryfreebed.com,Hospitals and Health Care,Nonprofit,1001-5000,1395,1891,Grand Rapids,Michigan,US,Sensor Bio - Clinical & Health Systems
Riverside Community Hospital,https://www.linkedin.com/company/riverside-community-hospital,riversidecommunityhospital.com,Hospitals and Health Care,Public Company,1001-5000,1709,1901,Riverside,California,US,Sensor Bio - Clinical & Health Systems
Availity Clinical Solutions,https://www.linkedin.com/company/availity-clinical-solutions,availity.com,Hospitals and Health Care,Privately Held,1001-5000,55,2013,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems
Tanner Health,https://www.linkedin.com/company/tanner-health,tanner.org,Hospitals and Health Care,Nonprofit,1001-5000,2157,1949,Carrollton,Georgia,US,Sensor Bio - Clinical & Health Systems
Crozer Health,https://www.linkedin.com/company/crozer-health,crozerhealth.org,Hospitals and Health Care,Privately Held,1001-5000,369,-,Springfield,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
Equality Health,https://www.linkedin.com/company/equality-health,equalityhealth.com,Hospitals and Health Care,Privately Held,201-500,190,-,Scottsdale,Arizona,US,Sensor Bio - Clinical & Health Systems
Spear Physical Therapy,https://www.linkedin.com/company/spearptnyc,spearcenter.com,Hospitals and Health Care,Privately Held,501-1000,866,1999,New York,New York,US,Sensor Bio - Clinical & Health Systems
First Stop Health,https://www.linkedin.com/company/first-stop-health-llc,firststophealth.com,Hospitals and Health Care,Privately Held,201-500,291,2011,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Brave Health,https://www.linkedin.com/company/brave-health,bebravehealth.com,Hospitals and Health Care,Privately Held,201-500,256,2017,Miami,Florida,US,Sensor Bio - Clinical & Health Systems
St. Charles Health System,https://www.linkedin.com/company/stchealth,stcharleshealthcare.org,Hospitals and Health Care,Public Company,1001-5000,2450,1918,Bend,-,US,Sensor Bio - Clinical & Health Systems
Rehabilitation Institute of Chicago,https://www.linkedin.com/company/rehabilitation-institute-of-chicago,sralab.org,Hospitals and Health Care,Public Company,1001-5000,1034,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Sunshine Health,https://www.linkedin.com/company/sunhealthfl,sunshinehealth.com,Hospitals and Health Care,Public Company,1001-5000,900,-,Fort Lauderdale,Florida,US,Sensor Bio - Clinical & Health Systems
Med-Trans Corporation,https://www.linkedin.com/company/med-trans-corporation,med-trans.net,Hospitals and Health Care,Privately Held,501-1000,1019,-,Lewisville,Texas,US,Sensor Bio - Clinical & Health Systems
Managed Resources,https://www.linkedin.com/company/managedresources,managedresourcesinc.com,Hospitals and Health Care,Privately Held,201-500,110,1994,Long Beach,California,US,Sensor Bio - Clinical & Health Systems
Montage Health,https://www.linkedin.com/company/montagehealth,montagehealth.org,Hospitals and Health Care,Nonprofit,1001-5000,1888,-,Monterey,California,US,Sensor Bio - Clinical & Health Systems
Penn Medicine Chester County Hospital,https://www.linkedin.com/company/the-chester-county-hospital,chestercountyhospital.org,Hospitals and Health Care,Nonprofit,1001-5000,1680,-,West Chester,Pennsylvania,US,Sensor Bio - Clinical & Health Systems
Middlesex Health,https://www.linkedin.com/company/middlesex-health,middlesexhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,2446,1904,Middletown,Connecticut,US,Sensor Bio - Clinical & Health Systems
"UpHealth, Inc.",https://www.linkedin.com/company/uphealth-inc,uphealthinc.com,Hospitals and Health Care,Public Company,201-500,106,2019,Florida,-,US,Sensor Bio - Clinical & Health Systems
Vi,https://www.linkedin.com/company/viliving,viliving.com,Hospitals and Health Care,Privately Held,1001-5000,2524,1987,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
